bvn,name,gender,dateOfBirth,address,phone,email,totalNoOfLoans,totalNoOfInstitutions,totalNoOfActiveLoans,totalNoOfClosedLoans,totalBorrowed,totalOutstanding,totalOverdue,loanPerformance
32780220799,Ngozi Umar,Female,24/02/1987,"348 Jose Village Apt. 088, Oyo",0810449671567,amywallace@example.org,"[{""""source"""": """"CRC"""", """"value"""": 20}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 22}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 23}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 15038355}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 14078835}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16348524}]","[{""""source"""": """"CRC"""", """"value"""": 4539013}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4910202}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5574534}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Fisher, Walker and Young"""", """"loanAmount"""": 1805598, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Johnson-Grant"""", """"loanAmount"""": 650851, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Lawrence-Gonzalez"""", """"loanAmount"""": 4573171, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Wright-Harper"""", """"loanAmount"""": 4638815, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Dean-Lee"""", """"loanAmount"""": 2151272, """"performanceStatus"""": """"Performing""""}]}]"
77074472518,Babatunde Ogunleye,Male,07/07/2001,"7105 Susan Cape, Lagos",0802539533538,hortonelizabeth@example.org,"[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 15806703}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17388175}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 21047676}]","[{""""source"""": """"CRC"""", """"value"""": 709391}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 693046}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 513967}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Delgado Inc"""", """"loanAmount"""": 1701198, """"performanceStatus"""": """"Performing""""}]}]"
42072631034,Ezinne Salami,Female,03/10/1971,"1610 Jasmine Meadows, Jigawa",0805475494568,cmahoney@example.org,"[{""""source"""": """"CRC"""", """"value"""": 20}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 20}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 18}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 19260220}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 14873671}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 18956649}]","[{""""source"""": """"CRC"""", """"value"""": 8040471}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8001368}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7926976}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Ramirez, Nelson and Lopez"""", """"loanAmount"""": 3041672, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Clay Inc"""", """"loanAmount"""": 238456, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Garcia, Shaw and Oconnor"""", """"loanAmount"""": 1331021, """"performanceStatus"""": """"Performing""""}]}]"
99501889323,Ikenna Obi,Male,26/07/2005,"6777 Katie Loaf, Jigawa",0909909196362,lindsey17@example.com,"[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 10069409}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10478829}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13448567}]","[{""""source"""": """"CRC"""", """"value"""": 6072238}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8367315}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6528339}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Perry and Sons"""", """"loanAmount"""": 3099448, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Taylor-Johnson"""", """"loanAmount"""": 3383032, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Wood Inc"""", """"loanAmount"""": 1680487, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Baker, Lewis and White"""", """"loanAmount"""": 1383912, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Ruiz-Knight"""", """"loanAmount"""": 2570714, """"performanceStatus"""": """"Non-Performing""""}]}]"
53378947044,Bolanle Igwe,Female,19/04/1973,"2958 Erickson Cliff, Ondo",0813048340415,gregory91@example.net,"[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 3002476}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2229545}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2763402}]","[{""""source"""": """"CRC"""", """"value"""": 5692615}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5400926}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4635400}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Smith, Estes and Flores"""", """"loanAmount"""": 1018363, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Rose PLC"""", """"loanAmount"""": 481637, """"performanceStatus"""": """"Performing""""}]}]"
63654397881,Tunde Adewale,Male,14/02/1959,"8902 Daniel Parkway, Kaduna",0706051836569,taylormicheal@example.org,"[{""""source"""": """"CRC"""", """"value"""": 11}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 4401472}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5348806}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4000385}]","[{""""source"""": """"CRC"""", """"value"""": 6033922}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5902753}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6190823}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Allen and Sons"""", """"loanAmount"""": 1065119, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Giles, Evans and Perez"""", """"loanAmount"""": 1048629, """"performanceStatus"""": """"Non-Performing""""}]}]"
71214212660,Ngozi Lawal,Female,25/08/1954,"795 Wallace Bypass, Edo",0903385139363,vanessa61@example.net,"[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 25}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 15}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 14}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16}]","[{""""source"""": """"CRC"""", """"value"""": 8644514}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8981341}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10529217}]","[{""""source"""": """"CRC"""", """"value"""": 3657618}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3095095}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2992282}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Martinez-Burns"""", """"loanAmount"""": 4282934, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bray Inc"""", """"loanAmount"""": 4171677, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Aguirre Ltd"""", """"loanAmount"""": 1278125, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Clayton, Ferrell and Fisher"""", """"loanAmount"""": 675451, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Johnson and Sons"""", """"loanAmount"""": 3557918, """"performanceStatus"""": """"Non-Performing""""}]}]"
65975661432,Oluwaseun Okeke,Male,01/06/1995,"34861 Jonathan Shore Apt. 361, Ondo",0703005494365,jose67@example.net,"[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 4353642}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5100923}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4559537}]","[{""""source"""": """"CRC"""", """"value"""": 3741636}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5162414}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3553801}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Knox and Sons"""", """"loanAmount"""": 117631, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Richard-Casey"""", """"loanAmount"""": 2979314, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Herring-Graves"""", """"loanAmount"""": 439137, """"performanceStatus"""": """"Performing""""}]}]"
73240903507,Bisola Abubakar,Female,14/10/1974,"282 Baird Trail Apt. 198, Jigawa",0807585140881,emiranda@example.com,"[{""""source"""": """"CRC"""", """"value"""": 19}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 21}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 14}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 13293725}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17044336}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16991903}]","[{""""source"""": """"CRC"""", """"value"""": 8890941}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6616247}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8926834}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Cook and Sons"""", """"loanAmount"""": 4032143, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Morris-Smith"""", """"loanAmount"""": 1880258, """"performanceStatus"""": """"Performing""""}]}]"
84345198433,Chinedu Obi,Male,24/07/1958,"507 Judith Plaza Suite 611, Niger",0706313863924,kemptimothy@example.net,"[{""""source"""": """"CRC"""", """"value"""": 19}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 23}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 23}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 2793382}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2488775}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2493594}]","[{""""source"""": """"CRC"""", """"value"""": 7183208}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5614575}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5407227}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Dennis LLC"""", """"loanAmount"""": 4947640, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Berry, Chen and Barnes"""", """"loanAmount"""": 1388120, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Clark, Powers and Woods"""", """"loanAmount"""": 3716687, """"performanceStatus"""": """"Non-Performing""""}]}]"
22805869111,Aisha Balogun,Female,24/11/1962,"44777 Lopez Curve, Kogi",0909950961219,jacob36@example.net,"[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 4819445}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3427316}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4645848}]","[{""""source"""": """"CRC"""", """"value"""": 3793024}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4217660}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5201952}]","[{""""source"""": """"CRC"""", """"value"""": 403849}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 382582}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 369316}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Lara and Sons"""", """"loanAmount"""": 1301687, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Moore, Flores and Sweeney"""", """"loanAmount"""": 1035730, """"performanceStatus"""": """"Non-Performing""""}]}]"
